epoch,mse,bit_accuracy,positive_recall,sibling_distance,within_domain_distance,between_domain_distance,nearest_sibling_fraction,hierarchy_ordered
18,0.039040965151538404,0.9446236559139785,0.13445378151260504,0.2624737569988408,0.3194097165291762,0.29774910625873174,0.375,False
19,0.03844051851875118,0.9451612903225807,0.14285714285714285,0.26244008814341535,0.31937919076907273,0.2976920758535361,0.375,False
20,0.03798177620310985,0.9440860215053763,0.12605042016806722,0.2624306956181059,0.3193996520525678,0.2976814478115237,0.375,False
21,0.03717464163629821,0.9478494623655914,0.18487394957983194,0.262420535937821,0.3193785683532074,0.2976254429377422,0.375,False
22,0.03661926490327226,0.9483870967741935,0.19327731092436976,0.2624134993588514,0.3193905875344319,0.29758791919200533,0.375,False
23,0.0359736845353479,0.9521505376344086,0.25210084033613445,0.26237802901114493,0.31936893464764105,0.2975395034873274,0.375,False
24,0.03528177781669574,0.9521505376344086,0.25210084033613445,0.26236268030196896,0.31935622068277825,0.29749832968320944,0.375,False
25,0.03467091158401458,0.9602150537634409,0.37815126050420167,0.26234478533408506,0.3193513708829465,0.29746031341029483,0.375,False
26,0.03408971127391921,0.9602150537634409,0.37815126050420167,0.26231483396434546,0.3193364964580112,0.29741303603457714,0.375,False
27,0.03350724341543743,0.9602150537634409,0.37815126050420167,0.2622869918717896,0.31931842851620673,0.297364399272808,0.375,False
28,0.03297361803969262,0.9602150537634409,0.37815126050420167,0.2622503409852289,0.31931247679078745,0.29731901277449685,0.375,False
29,0.03248233509057704,0.9602150537634409,0.37815126050420167,0.26219929554373267,0.31928095593450956,0.2972508620713642,0.375,False
30,0.031963568092954635,0.9602150537634409,0.37815126050420167,0.2621174407789699,0.31925770567616196,0.29719632028934095,0.375,False
31,0.03148954461950505,0.9602150537634409,0.37815126050420167,0.2620860645315774,0.31923397719153024,0.2971468826354369,0.375,False
32,0.03107492035314177,0.9602150537634409,0.37815126050420167,0.2620301465100622,0.31920991035063434,0.2970899232387376,0.375,False
33,0.030672347916435222,0.9602150537634409,0.37815126050420167,0.2619891340737338,0.31921813992967774,0.29707751224205914,0.375,False
34,0.03026473776730954,0.9602150537634409,0.37815126050420167,0.2619161785076656,0.3191839806395399,0.2970100950001058,0.375,False
35,0.029901213053094566,0.9602150537634409,0.37815126050420167,0.2618576161375734,0.3191757825916776,0.29697248865297515,0.375,False
36,0.029573366711907037,0.9602150537634409,0.37815126050420167,0.261789230824275,0.3191711146225267,0.29692597524445086,0.375,False
37,0.029266225803971386,0.9602150537634409,0.37815126050420167,0.261738727372326,0.3191764798485146,0.2969009681059637,0.375,False
38,0.028969300726985864,0.9602150537634409,0.37815126050420167,0.26168664535203995,0.3191813575758158,0.29687603566364823,0.375,False
39,0.028700606588605574,0.9602150537634409,0.37815126050420167,0.26161810718729805,0.3191780884959196,0.29683156550198453,0.375,False
40,0.0284468163864791,0.9602150537634409,0.37815126050420167,0.26156734867049103,0.31919530275339747,0.2968138564742015,0.375,False
41,0.028210833396515103,0.9602150537634409,0.37815126050420167,0.2615316461886549,0.3192213159193838,0.29680720029049074,0.375,False
42,0.027998428752374398,0.9602150537634409,0.37815126050420167,0.2614913859533338,0.31924605132725803,0.29680060996491797,0.375,False
43,0.027795458336727957,0.9602150537634409,0.37815126050420167,0.26144577010006737,0.31926615558399307,0.2967893948664623,0.375,False
44,0.027611193914156253,0.9602150537634409,0.37815126050420167,0.26141809377051867,0.31929561307942267,0.29678647110443146,0.375,False
45,0.027438276540509714,0.9602150537634409,0.37815126050420167,0.2613800603997788,0.3193283049959953,0.2967866879265655,0.375,False
46,0.02727933538135913,0.9602150537634409,0.37815126050420167,0.2613367866438385,0.31936536572165264,0.2967887263783844,0.375,False
47,0.027133456449101322,0.9602150537634409,0.37815126050420167,0.261306789962976,0.31940126923179624,0.29679406853522294,0.375,False
48,0.027001371964527947,0.9602150537634409,0.37815126050420167,0.26127766296193566,0.31944297708782876,0.29680577675460623,0.375,False
49,0.026864586399781478,0.9602150537634409,0.37815126050420167,0.26123707461231715,0.3194950695923495,0.2968279438164206,0.375,False
50,0.02674739835522237,0.9602150537634409,0.37815126050420167,0.26121443252157484,0.3195493656726514,0.2968513314737016,0.375,False
51,0.026638063294516998,0.9602150537634409,0.37815126050420167,0.261188488357339,0.31960087193702136,0.29687477689762554,0.375,False
52,0.026532035524599287,0.9602150537634409,0.37815126050420167,0.2611609293302515,0.31965800339559314,0.2969041801079868,0.375,False
53,0.026439156079835255,0.9602150537634409,0.37815126050420167,0.26114789967161717,0.31972373606379856,0.29694440017931556,0.375,False
54,0.026344703298684928,0.9602150537634409,0.37815126050420167,0.261126989032743,0.319788647204,0.2969769683253055,0.375,False
55,0.02626759787322018,0.9602150537634409,0.37815126050420167,0.26111131993600095,0.3198541035626745,0.2970135970626927,0.375,False
56,0.026180068373512364,0.9602150537634409,0.37815126050420167,0.26109103905787534,0.319917956710296,0.29705559328320796,0.375,False
57,0.026113084885042576,0.9602150537634409,0.37815126050420167,0.26106635063014855,0.3200038713530844,0.2971116665145621,0.375,False
58,0.026035938986627892,0.9602150537634409,0.37815126050420167,0.2610527645515943,0.3200717849721887,0.2971639111124351,0.375,False
59,0.025968904895353483,0.9602150537634409,0.37815126050420167,0.2610349401895287,0.3201452471472396,0.2972126421701867,0.375,False
60,0.02591205723863319,0.9602150537634409,0.37815126050420167,0.2610150392274043,0.32023513026239175,0.29727352201932034,0.375,False
61,0.025851018490972735,0.9602150537634409,0.37815126050420167,0.2609959621215752,0.3203267070857301,0.29734602090755274,0.375,False
62,0.02579603541885597,0.9602150537634409,0.37815126050420167,0.2609868033933516,0.3204030018446091,0.297403883826321,0.375,False
63,0.025746566179636703,0.9602150537634409,0.37815126050420167,0.26097041502628016,0.32050736730722934,0.2974885846477877,0.375,False
64,0.02569206753062187,0.9602150537634409,0.37815126050420167,0.26095951245557014,0.3206001542569518,0.2975574422636016,0.375,False
65,0.02565504827741813,0.9602150537634409,0.37815126050420167,0.260948526615191,0.32068924314048114,0.29762862080250063,0.375,False
66,0.025597980241115276,0.9602150537634409,0.37815126050420167,0.2609421059890533,0.3207971102718521,0.29772226437961585,0.375,False
67,0.025554944402032057,0.9602150537634409,0.37815126050420167,0.2609328668735188,0.3208978368978426,0.2978123933856211,0.375,False
68,0.025512139170762393,0.9602150537634409,0.37815126050420167,0.2609271713271601,0.3209916665862926,0.2979026026493028,0.375,False
69,0.025486477262347502,0.9602150537634409,0.37815126050420167,0.26092286686055877,0.3210851858551972,0.29799218325329724,0.375,False
70,0.025433834608373847,0.9602150537634409,0.37815126050420167,0.26090938810796976,0.3212099903166469,0.29810497768302824,0.5,False
71,0.025404715974881024,0.9602150537634409,0.37815126050420167,0.26090210467726516,0.3213232369165019,0.2982125580885582,0.5,False
72,0.02536760391352694,0.9602150537634409,0.37815126050420167,0.26090662674410026,0.32143541256360436,0.2983186225012351,0.5,False
73,0.025328393150499475,0.9602150537634409,0.37815126050420167,0.2609070102714323,0.3215335419091495,0.2984176413221997,0.5,False
74,0.025297077569375902,0.9602150537634409,0.37815126050420167,0.26090733938464394,0.32165726976536474,0.2985443001075653,0.5,False
75,0.025268105250406285,0.9602150537634409,0.37815126050420167,0.2609087318756939,0.3217650973828966,0.298650643005547,0.5,False
76,0.025237343684172138,0.9602150537634409,0.37815126050420167,0.2609020433162391,0.3218891483093238,0.29877909661859736,0.5,False
77,0.025205506506133128,0.9602150537634409,0.37815126050420167,0.26088722789742513,0.3220217218773067,0.2989155921562432,0.5,False
78,0.025179276581006892,0.9602150537634409,0.37815126050420167,0.26088388812443686,0.3221412910168903,0.29904433633963073,0.5,False
79,0.02514809859770342,0.9602150537634409,0.37815126050420167,0.2608749416816845,0.32226258587598877,0.2991674929239572,0.5,False
80,0.02512030923065721,0.9602150537634409,0.37815126050420167,0.2608745262350035,0.3224002653356976,0.29931624875926777,0.5,False
81,0.02509532757678831,0.9602150537634409,0.37815126050420167,0.26087965354344,0.32254288237692025,0.2994716627815297,0.5,False
82,0.025076143514724557,0.9602150537634409,0.37815126050420167,0.26087876838428964,0.3226687972128276,0.2996084270932287,0.5,False
83,0.025048046984239482,0.9602150537634409,0.37815126050420167,0.26088541774921076,0.3228040818685737,0.2997576553114975,0.5,False
84,0.025024669067254108,0.9602150537634409,0.37815126050420167,0.2608842362879624,0.32294734180472173,0.2999200625964006,0.5,False
85,0.024996412867105522,0.9602150537634409,0.37815126050420167,0.2608833686624614,0.3230804725021219,0.3000801274522362,0.5,False
86,0.02497497835151816,0.9602150537634409,0.37815126050420167,0.2608754928859537,0.3232222884263191,0.30023889050882047,0.5,False
87,0.024955177001663158,0.9602150537634409,0.37815126050420167,0.260884370079298,0.3233653918989172,0.30040953463784426,0.5,False
88,0.024932471066335258,0.9602150537634409,0.37815126050420167,0.26088696387411386,0.32351178266230907,0.3005877510491266,0.5,False
89,0.024905391364167664,0.9602150537634409,0.37815126050420167,0.26087987892254655,0.32366577338259295,0.30077255980735046,0.5,False
90,0.02488573386311575,0.9602150537634409,0.37815126050420167,0.26088025224163325,0.32381924516262395,0.300962037981657,0.5,False
91,0.024869889675402275,0.9602150537634409,0.37815126050420167,0.26089168582399536,0.32397967088405466,0.30115897900966215,0.5,False
92,0.02484648181642499,0.9602150537634409,0.37815126050420167,0.2608864191865463,0.3241280953791325,0.3013471442997796,0.5,False
93,0.024823847522371646,0.9602150537634409,0.37815126050420167,0.260887075451033,0.32427090204388626,0.3015311382973119,0.5,False
94,0.024809457164814575,0.9602150537634409,0.37815126050420167,0.2608939522402943,0.32444359034948084,0.30174776640854156,0.5,False
95,0.024785445694060493,0.9602150537634409,0.37815126050420167,0.26089624388716304,0.3246005844528618,0.3019443347100583,0.5,False
96,0.024766095126926877,0.9602150537634409,0.37815126050420167,0.2609033605911878,0.32475992190186315,0.30215597406670874,0.5,False
97,0.024756444050213128,0.9602150537634409,0.37815126050420167,0.26091121939466255,0.3249593630996743,0.30240297828539164,0.5,False
98,0.024730328480922003,0.9602150537634409,0.37815126050420167,0.26091022379730977,0.3251306120831966,0.3026337091397041,0.5,False
99,0.024709588503008847,0.9602150537634409,0.37815126050420167,0.26092065136234494,0.32530642080358024,0.3028689982403261,0.5,False
100,0.02469113521240103,0.9602150537634409,0.37815126050420167,0.2609318519203811,0.325466812663033,0.3030811275243141,0.5,False
101,0.024673572802032022,0.9602150537634409,0.37815126050420167,0.26093518486324213,0.3256329887602473,0.303321584262771,0.5,False
102,0.024658084837336055,0.9602150537634409,0.37815126050420167,0.26092702740859786,0.3258105609591786,0.30356409753593383,0.5,False
103,0.024637141443889555,0.9602150537634409,0.37815126050420167,0.2609262293024796,0.3259823593965514,0.3038073374810709,0.5,False
104,0.024623389327302878,0.9602150537634409,0.37815126050420167,0.260935628200827,0.3261586387578222,0.3040521322981159,0.5,False
105,0.02460196708614893,0.9602150537634409,0.37815126050420167,0.2609459920127288,0.32634979484720167,0.3043230290269211,0.5,False
106,0.024582948727554548,0.9602150537634409,0.37815126050420167,0.2609553956015313,0.3265406298991954,0.30459120702370757,0.5,False
107,0.024565817577452555,0.9602150537634409,0.37815126050420167,0.2609737376146087,0.32672270331266073,0.3048463558635298,0.5,False
108,0.02454850063980237,0.9602150537634409,0.37815126050420167,0.2609874331997284,0.3269221450277788,0.30513247808484917,0.5,False
109,0.024532136777534873,0.9602150537634409,0.37815126050420167,0.26099800919194616,0.32712450355246897,0.30542185157617796,0.5,False
110,0.024516393974462185,0.9602150537634409,0.37815126050420167,0.26100646607795414,0.3272996278890091,0.30569290251621806,0.5,False
111,0.0244995475336491,0.9602150537634409,0.37815126050420167,0.2610116251209805,0.3275223226350038,0.30600491185961487,0.5,False
112,0.024486099025433,0.9602150537634409,0.37815126050420167,0.26101539217304576,0.32771823679183576,0.3062974024807885,0.5,False
113,0.024477386582245797,0.9602150537634409,0.37815126050420167,0.2610200709699686,0.3279366891865652,0.30660329335824743,0.5,False
114,0.024455380638965383,0.9602150537634409,0.37815126050420167,0.26103173735518587,0.3281461162009187,0.30691491639213897,0.5,False
115,0.024437718160857238,0.9602150537634409,0.37815126050420167,0.2610393854922577,0.32835067838055104,0.30722866805830357,0.5,False
116,0.02442069579309211,0.9602150537634409,0.37815126050420167,0.261050626337323,0.3285586938585328,0.3075339858648538,0.5,False
117,0.02440815573636566,0.9602150537634409,0.37815126050420167,0.2610594425114442,0.3287948981971319,0.30787607409021145,0.5,False
118,0.02439302296104247,0.9602150537634409,0.37815126050420167,0.26106033136678697,0.3289993323930763,0.30819979997575864,0.5,False
119,0.024374922264631862,0.9602150537634409,0.37815126050420167,0.2610692878833045,0.3292032423787343,0.30851668670194665,0.5,False
120,0.024363792461035573,0.9602150537634409,0.37815126050420167,0.26107980187678215,0.32943245141039756,0.308866459863924,0.5,False
121,0.024355058233893213,0.960752688172043,0.3865546218487395,0.26108356231834934,0.3296382812162817,0.3091951943126377,0.5,False
122,0.024339783435681283,0.9602150537634409,0.37815126050420167,0.26110531976288676,0.329907497467085,0.30959362900633525,0.5,False
123,0.024330050457684646,0.9596774193548387,0.37815126050420167,0.2611050611309828,0.33012447526956157,0.30993090259394684,0.5,False
124,0.024308247910533723,0.960752688172043,0.3865546218487395,0.2611150381955572,0.33035957575081876,0.3102947243725216,0.5,False
125,0.024293952114480953,0.960752688172043,0.3865546218487395,0.2611278058483383,0.33059326067699146,0.3106650176842551,0.5,False
126,0.02428052092012912,0.9602150537634409,0.37815126050420167,0.2611407826972025,0.3308450003500696,0.3110672374404847,0.5,False
127,0.02426590432952574,0.9602150537634409,0.37815126050420167,0.2611546076460788,0.3310959686222078,0.31145661078592574,0.5,False
128,0.024254309263757632,0.9602150537634409,0.37815126050420167,0.26116398710940836,0.33136110192874824,0.3118534423993589,0.5,False
129,0.024244752670955227,0.9602150537634409,0.37815126050420167,0.2611680892627712,0.33161570132448515,0.31226316935798604,0.5,False
130,0.024230854802330226,0.9602150537634409,0.37815126050420167,0.2611822744197033,0.33187942876075915,0.3126786612276853,0.5,False
131,0.024214418650415088,0.9602150537634409,0.37815126050420167,0.2611976612972738,0.33213326832452644,0.3130852952895076,0.5,False
132,0.02420201378650233,0.9602150537634409,0.37815126050420167,0.2612044317327805,0.33239360758164505,0.31351034714671744,0.5,False
133,0.024196800195597192,0.9602150537634409,0.37815126050420167,0.26121713841270777,0.3326704817567496,0.3139531684980413,0.5,False
134,0.02418136054247557,0.9602150537634409,0.37815126050420167,0.2612228509720546,0.3329399273717202,0.31438026623405546,0.5,False
135,0.02416881949657176,0.9602150537634409,0.37815126050420167,0.26123136386538104,0.3332211916083707,0.3148337759485693,0.5,False
136,0.024159357091643227,0.9602150537634409,0.37815126050420167,0.26124369356332633,0.3334913789860767,0.3152717176450788,0.5,False
137,0.024142102374918976,0.9602150537634409,0.37815126050420167,0.2612552707990414,0.3337558033174015,0.3157056052666157,0.5,False
138,0.024130407571321226,0.9602150537634409,0.37815126050420167,0.261257430953043,0.3340325412482109,0.3161707815806232,0.5,False
139,0.0241176107776799,0.9602150537634409,0.37815126050420167,0.2612528977651688,0.3342864032718125,0.3166103793877135,0.5,False
140,0.024112822155867773,0.9618279569892473,0.40336134453781514,0.2612567141708208,0.3345525244846581,0.31706903757662935,0.5,False
141,0.024096096560420503,0.9602150537634409,0.37815126050420167,0.26126075744881344,0.3348549282827502,0.31756889446672554,0.625,False
142,0.02408366636253769,0.9602150537634409,0.37815126050420167,0.2612637750909293,0.33514736661952005,0.3180494880464906,0.625,False
143,0.02407478951488622,0.9602150537634409,0.37815126050420167,0.26127124674446706,0.3354429890154025,0.3185547945538811,0.625,False
144,0.024064917542313765,0.960752688172043,0.3865546218487395,0.2612712782771407,0.33573110263568284,0.31903424822494264,0.625,False
145,0.024056183223325235,0.960752688172043,0.3865546218487395,0.26128096005264784,0.33602160079744353,0.3195266872248108,0.625,False
146,0.024041823544964345,0.9602150537634409,0.37815126050420167,0.26129856360794323,0.3363526840781408,0.3200702930787952,0.625,False
147,0.024033979773507776,0.9602150537634409,0.37815126050420167,0.26131795972252553,0.3366807762055529,0.3206313322030929,0.625,False
148,0.02402200320393511,0.9602150537634409,0.37815126050420167,0.26132611349144613,0.3369806818104799,0.32115108378950996,0.625,False
149,0.02401191395901336,0.9602150537634409,0.37815126050420167,0.26133333803502273,0.3372960392134777,0.3216963653918231,0.625,False
150,0.024008952906391785,0.9602150537634409,0.37815126050420167,0.2613480338809044,0.3376527867409983,0.32228701188171555,0.625,False
151,0.023995465470393676,0.9602150537634409,0.37815126050420167,0.26135197893620343,0.33797809023016123,0.3228292253747495,0.625,False
152,0.023984867377528835,0.960752688172043,0.3865546218487395,0.2613418677245817,0.33827639849331326,0.3233681490080826,0.625,False
153,0.023975426335745103,0.9602150537634409,0.37815126050420167,0.26134867650548443,0.3386281048027976,0.3239592468982323,0.625,False
154,0.023965174980235766,0.960752688172043,0.3865546218487395,0.2613456740245995,0.33896342930695444,0.3245438124560006,0.625,False
155,0.023955573137201022,0.9602150537634409,0.37815126050420167,0.26134943793377857,0.3393042839015469,0.3251345862945979,0.625,False
156,0.023950875749914502,0.9618279569892473,0.40336134453781514,0.26135128419777076,0.33962974691358117,0.32568635908697113,0.625,False
157,0.023950282843033955,0.960752688172043,0.42857142857142855,0.26135189774489187,0.3399784033702994,0.32626952578670015,0.625,False
158,0.023937605240340977,0.9623655913978495,0.4117647058823529,0.26136207278551715,0.3403587026026564,0.32691391595899233,0.625,False
159,0.023926239996169867,0.9602150537634409,0.3865546218487395,0.26137269671698404,0.34074419705182385,0.3275807633042529,0.625,False
160,0.023918613293938105,0.9602150537634409,0.3865546218487395,0.2613655936141294,0.3411062570575018,0.32820702535271534,0.625,False
161,0.02390407364062904,0.960752688172043,0.3865546218487395,0.26136408738871375,0.34148943612943194,0.32887026218509846,0.625,False
162,0.02389509190510784,0.9602150537634409,0.37815126050420167,0.2613716577553655,0.3418596038892299,0.32953913824309033,0.625,False
163,0.023887687083736776,0.9602150537634409,0.37815126050420167,0.26138428035628863,0.342243262643655,0.33021603417216205,0.625,False
164,0.023885282751073714,0.9602150537634409,0.37815126050420167,0.2613993549167969,0.3426412036137857,0.33093096199210426,0.625,False
165,0.02387264414464711,0.9602150537634409,0.37815126050420167,0.2613924173132323,0.3430264174181979,0.331578207310359,0.625,False
166,0.023864108901321776,0.9623655913978495,0.4117647058823529,0.2613854363329786,0.34337729030728836,0.33220847615752896,0.625,False
167,0.023863086686441198,0.9629032258064516,0.42016806722689076,0.26139250692072824,0.3437736431831634,0.3329090496997375,0.625,False
168,0.02385058189869548,0.9623655913978495,0.4117647058823529,0.2614020820143088,0.3441848189311588,0.333631698548499,0.625,False
169,0.023839830412674547,0.9623655913978495,0.4117647058823529,0.26140628206385197,0.34460510630659014,0.3343938772722046,0.625,False
170,0.02383001921352558,0.9623655913978495,0.4117647058823529,0.26140337814760145,0.3450156742347694,0.33514111871120333,0.625,False
171,0.023822152019507936,0.9623655913978495,0.4117647058823529,0.2614168783555019,0.3454603704827395,0.33592929732629184,0.625,False
172,0.023813173547525122,0.9602150537634409,0.37815126050420167,0.26142713044232274,0.34591505015641666,0.336726636124434,0.625,False
173,0.02380592310837121,0.960752688172043,0.3865546218487395,0.2614347864985687,0.3463528076746275,0.3374913291662391,0.625,False
174,0.023798728587920176,0.9602150537634409,0.37815126050420167,0.2614568242382156,0.34682464213053293,0.3383198621807156,0.625,False
175,0.023791163240739766,0.960752688172043,0.3865546218487395,0.2614490927264654,0.34723082550080925,0.33906844013649434,0.625,False
176,0.02378684461545554,0.9623655913978495,0.4117647058823529,0.2614476296911385,0.3476718379780014,0.339878120145262,0.625,False
177,0.023787995027732357,0.960752688172043,0.42857142857142855,0.26143438781842904,0.3480878681147758,0.34064613241721314,0.625,False
178,0.02378269447544093,0.9639784946236559,0.44537815126050423,0.2614340110794394,0.34853163445029284,0.3414916194224948,0.625,False
179,0.023759225213403918,0.960752688172043,0.3865546218487395,0.26143068273465303,0.3490004693685176,0.34235605919867507,0.75,False
180,0.02375700721298377,0.9623655913978495,0.4117647058823529,0.2614498636120341,0.34946183101999406,0.3431934085176295,0.75,False
181,0.02374980127193594,0.9623655913978495,0.4117647058823529,0.26146017999195564,0.34993882983244284,0.344068047775875,0.75,False
182,0.023740429476158495,0.9623655913978495,0.4117647058823529,0.26146568288830074,0.350408178297098,0.34496855377243796,0.75,False
183,0.02373198707301616,0.9618279569892473,0.4117647058823529,0.2614678172383822,0.3508926811760108,0.345870682673597,0.75,False
184,0.023717449732917548,0.9602150537634409,0.37815126050420167,0.2614851304432414,0.35144159770031874,0.346878661322574,0.75,False
185,0.023715044347592463,0.9602150537634409,0.37815126050420167,0.2614945734417203,0.35197429045519635,0.3478680138709876,0.75,False
186,0.0237080649229291,0.9602150537634409,0.37815126050420167,0.26149082215574837,0.3524975810543618,0.3488147407603293,0.75,False
187,0.023691176731573255,0.960752688172043,0.3865546218487395,0.26146244609377156,0.3529409880915879,0.3496634319698942,0.75,False
188,0.023685578765460097,0.9612903225806452,0.3949579831932773,0.261471230180332,0.35345199550156925,0.3506514488939778,0.75,False
189,0.023677010521274012,0.9618279569892473,0.4117647058823529,0.2614573721995576,0.35393616866803596,0.35157575976005484,0.75,False
190,0.02366891515625695,0.9623655913978495,0.4117647058823529,0.2614523712033282,0.3544606114725434,0.3525903442340722,0.75,False
191,0.02365826622645163,0.960752688172043,0.3865546218487395,0.2614727698266581,0.3550278670631743,0.3536601177089038,0.75,False
192,0.02366010117315701,0.9634408602150538,0.42857142857142855,0.26146630824647793,0.35553767637034844,0.3546681818404464,0.75,False
193,0.023644630288711936,0.9623655913978495,0.4117647058823529,0.2614697494898496,0.3561068339864598,0.3557267941540574,0.75,False
194,0.02363670148801076,0.9602150537634409,0.37815126050420167,0.261486559809602,0.3567428106645137,0.3568665676677186,0.75,True
195,0.02362687754774651,0.9629032258064516,0.42016806722689076,0.26144799812170666,0.3572145768091579,0.3577962041586825,0.75,True
196,0.02361877042628001,0.9629032258064516,0.42016806722689076,0.2614282015003358,0.3577561354506159,0.3588730590818182,0.75,True
197,0.023605755632418454,0.9618279569892473,0.40336134453781514,0.26143201283011536,0.3583740959643187,0.36004353784214216,0.75,True
198,0.023595181765197183,0.960752688172043,0.3865546218487395,0.26144171074411915,0.35897182490540447,0.361193677139263,0.75,True
199,0.023587399281354417,0.960752688172043,0.3865546218487395,0.2614237096562964,0.35956202403710924,0.3623451292189784,0.75,True
200,0.023577702229182904,0.960752688172043,0.3865546218487395,0.2613973224611309,0.3601145011333063,0.36345355796160034,0.75,True
201,0.023566619202646955,0.960752688172043,0.3865546218487395,0.2613825028257006,0.3606984596280066,0.3646216001449941,0.75,True
202,0.023558563091480873,0.960752688172043,0.3865546218487395,0.2613660425268247,0.3613109674043254,0.3658152754233133,0.75,True
203,0.023551669135339286,0.960752688172043,0.3949579831932773,0.2613714448837887,0.3619204056881585,0.36697683408660325,0.75,True
204,0.023539159619733446,0.9623655913978495,0.4117647058823529,0.26136030670748006,0.36254596110573606,0.36821462555649326,0.75,True
205,0.02352840115900884,0.9623655913978495,0.4117647058823529,0.2613481335027755,0.36316068797607,0.36942941879818836,0.75,True
206,0.023519763503394797,0.9623655913978495,0.4117647058823529,0.26134513793499914,0.36378824163346524,0.3706781088000256,0.75,True
207,0.02350891234029928,0.9623655913978495,0.4117647058823529,0.2613362315679827,0.3644400211805197,0.3719641824986274,0.75,True
208,0.023501607582225,0.960752688172043,0.3865546218487395,0.26133591481188406,0.3651519914120739,0.3733554421511453,0.75,True
209,0.023490620182402954,0.960752688172043,0.3865546218487395,0.26130863903477186,0.36579489212306115,0.37468473729175633,0.75,True
210,0.023479013341477527,0.960752688172043,0.3865546218487395,0.26128645432377184,0.36644378479175077,0.3760023146397312,0.75,True
211,0.02347427518317508,0.9602150537634409,0.37815126050420167,0.2612858731642059,0.3671544259424806,0.37742097022987336,0.75,True
212,0.0234592365056378,0.9623655913978495,0.4117647058823529,0.26123642039082917,0.3677482685704753,0.3786864712912035,0.75,True
213,0.023445595607114594,0.960752688172043,0.3865546218487395,0.261231872441096,0.36846014155081885,0.38013596680490735,0.75,True
214,0.023434110707461812,0.9629032258064516,0.42016806722689076,0.26119607587527705,0.36912125170675864,0.3815065365282183,0.75,True
215,0.023425490126910017,0.9629032258064516,0.42016806722689076,0.26117397505754814,0.3698449819635499,0.38292277712529943,0.75,True
216,0.023410477176847008,0.9618279569892473,0.40336134453781514,0.26117021345983493,0.37058663314278767,0.38445023025508496,0.75,True
217,0.02340169863635103,0.960752688172043,0.3865546218487395,0.261155910612595,0.3713360393383191,0.38602216211789,0.75,True
218,0.02338624454055756,0.9618279569892473,0.40336134453781514,0.2611114173370962,0.3720011981391995,0.38744174001329446,0.75,True
219,0.023377824828218676,0.9629032258064516,0.42016806722689076,0.2610776300544919,0.3726759326457423,0.3888514227919394,0.75,True
220,0.02336568567990729,0.9634408602150538,0.42857142857142855,0.26106901577722424,0.37341459771679186,0.390414993673779,0.75,True
221,0.02335146404197047,0.9623655913978495,0.4117647058823529,0.2610779766714875,0.37424009905817157,0.39213139363474825,0.75,True
222,0.02333932079767923,0.9618279569892473,0.40336134453781514,0.261075067157981,0.37503237430640773,0.3937992621582429,0.75,True
223,0.023324172980835226,0.9618279569892473,0.40336134453781514,0.26105396777132106,0.37581088263961715,0.39543697759516777,0.75,True
224,0.023329970983252,0.9602150537634409,0.37815126050420167,0.261032993693806,0.3766531699007742,0.39719646433091593,0.75,True
225,0.02329744533170368,0.9618279569892473,0.40336134453781514,0.2609892953709458,0.37735606065965954,0.39874020035677804,0.75,True
